MLBAMID,Name,Bats,Throws,Position,DOB_Month,DOB_Day,DOB_Year,MLB org.,FG_30,FG_FV,MLB_30,MLB_FV,FG100,MLB100
831046,Leonel Murrieta,R,R,P,5,9,2007,Houston Astros,,,,,,
831047,Ender Nunez,R,R,P,9,9,2005,Houston Astros,,,,,,
831048,Cesar Acosta,R,R,P,8,30,2006,New York Yankees,,,,,,
831049,Iverson Paulino,L,R,P,12,18,2006,San Francisco Giants,,,,,,
831050,Jan Cabrera,R,R,P,2,14,2005,St. Louis Cardinals,59,35,,,,
831051,Pedro Olivero,R,R,P,5,24,2007,St. Louis Cardinals,,,,,,
831093,Matt Lanzendorfer,L,L,P,11,22,2001,Los Angeles Dodgers,,,,,,
831105,Carlos Lorenzo,R,R,P,8,25,2006,Pittsburgh Pirates,,,,,,
831106,Jorge Gonzalez,R,R,P,4,21,2006,Toronto Blue Jays,,,,,,
831107,Michael Cordero,R,R,IF,8,24,2008,St. Louis Cardinals,,,,,,
831149,Jordan Gottesman,L,L,P,8,29,2002,San Francisco Giants,,,,,,
831188,Steven Lancia,R,R,C,8,28,2002,Chicago White Sox,,,,,,
831273,Ethan Young,R,R,P,2,3,2004,St. Louis Cardinals,45,37,,,,
831325,Tyler Schmitt,R,R,P,8,10,2004,San Diego Padres,,,,,,
831344,Kleiver Benitez,L,R,P,8,11,2008,Seattle Mariners,,,,,,
831345,Aneudy Santos,R,R,P,4,19,2006,Texas Rangers,,,,,,
831351,Antwan Montana,R,R,P,6,10,2008,Cleveland Guardians,,,,,,
831384,Josh Owens,L,R,TWP,1,8,2007,Texas Rangers,13,42,9,45,,
831448,Melvin Robles,L,L,P,2,7,2008,Kansas City Royals,,,,,,
831488,Wyatt Vincent,R,R,OF,8,22,2006,New York Mets,,,,,,
831527,Maykol Vasquez,R,R,P,10,29,2007,New York Mets,,,,,,
831529,Andry Araujo,R,R,OF,12,25,2007,Washington Nationals,,,,,,
831530,Hector Francis,L,L,OF,10,11,2007,New York Mets,49,35,,,,
831532,Luis Cepeda,L,L,P,8,23,2007,Arizona Diamondbacks,,,,,,
831533,Luis Amador,R,R,P,9,15,2007,Houston Astros,,,,,,
831534,Reynaldo Sanchez,R,R,C,5,22,2006,Kansas City Royals,,,,,,
831560,Easton Marks,R,R,P,11,15,2003,Colorado Rockies,,,,,,
831567,Angelo Ladera,R,R,P,10,12,2006,Boston Red Sox,,,,,,
831568,Francisco Machado,R,R,P,3,7,2007,Boston Red Sox,,,,,,
831569,Diego Rosal,R,R,P,7,24,2006,Minnesota Twins,,,,,,
831570,Aneury Montilla,L,L,P,7,11,2006,Philadelphia Phillies,,,,,,
831572,Carson Fischer,R,R,P,10,18,2002,Washington Nationals,,,,,,
831574,Carlos Mota,R,R,OF,7,7,2007,Colorado Rockies,,,,,,
831575,Jefferson Encarnacion,R,R,P,4,8,2005,Texas Rangers,,,,,,
831580,Alex Lamu,R,R,P,12,3,2007,Texas Rangers,,,,,,
831788,Gustavo Garcia,R,R,P,9,19,2007,Milwaukee Brewers,,,,,,
831791,Jose Rondon,R,R,P,3,24,2005,Pittsburgh Pirates,,,,,,
831807,Ronny Arias,R,R,P,7,24,2008,Cleveland Guardians,,,,,,
831808,Frederick Saguita,L,R,OF,12,19,2007,San Diego Padres,,,,,,
831809,Ralph Sierra,R,R,P,6,11,2008,Tampa Bay Rays,,,,,,
831810,Dalvi Nunez,R,R,P,11,25,2006,San Diego Padres,,,,,,
831811,Mauricio De La Cruz,R,R,P,11,4,2005,Pittsburgh Pirates,,,,,,
831849,Angel Suarez,R,R,SS,8,9,2008,Arizona Diamondbacks,,,,,,
831850,Arlenn Manzanillo,S,R,C,9,7,2007,Atlanta Braves,,,,,,
831856,Carlos Sanchez,R,R,P,12,4,2007,Cleveland Guardians,,,,,,
831861,Alexander Eneas,R,R,IF,9,20,2007,New York Mets,,,,,,
831865,Yonaiker Hernandez,R,R,SS,4,18,2008,San Diego Padres,,,,,,
831868,Victor Pilar,L,L,P,3,21,2008,San Diego Padres,,,,,,
831874,Hendrick Cana,L,L,P,12,20,2007,St. Louis Cardinals,,,,,,
831875,Darwin Nuñez,R,R,IF,9,22,2007,Toronto Blue Jays,,,,,,
831876,Fraimy Santa,R,R,IF,9,5,2007,Texas Rangers,,,,,,
831912,Truman Pauley,R,R,P,12,26,2003,New York Mets,,,,,,
831915,Christian Colon,R,R,IF,10,9,2007,Houston Astros,,,,,,
831916,Wilfred Paca,R,R,P,12,5,2005,San Diego Padres,,,,,,
831917,Miguel Angel Ledesma,R,R,P,11,25,2006,San Diego Padres,,,,,,
831918,Marco Argudin,L,L,OF,12,5,2005,Texas Rangers,51,35,,,,
831926,Bryce Molinaro,R,R,3B,11,26,2003,zzz_amateur,,,,,,
831951,Yulian Quintana,R,R,P,7,15,2000,Pittsburgh Pirates,,,,,,
831952,Jarlin Ugarte,R,R,P,4,27,2007,Toronto Blue Jays,,,,,,
831960,Florangel Vasquez,R,R,P,3,3,2006,San Diego Padres,,,,,,
831980,Alexis Marinez,L,L,P,2,14,2006,Detroit Tigers,,,,,,
831981,Jose De La Rosa,R,R,P,9,3,2007,San Francisco Giants,,,,,,
831982,Guillermo Baldelomar,R,R,P,2,10,2007,Cincinnati Reds,,,,,,
831989,Roynel Confidente,R,R,P,4,28,2008,Baltimore Orioles,,,,,,
831991,Jainer Marmolejos,R,R,P,,,,Baltimore Orioles,,,,,,
832031,Cesar Bolivar,R,R,P,2,8,2008,Chicago White Sox,,,,,,
832032,Enmanuel Ramirez,R,R,P,8,7,2008,Chicago White Sox,,,,,,
832033,Isaac Vegas,R,R,P,5,4,2006,Tampa Bay Rays,,,,,,
832044,Justin Henschel,R,R,P,4,14,2004,Cincinnati Reds,,,,,,
832110,Daniel Rogers,L,R,C,12,7,2001,San Francisco Giants,,,,,,
832115,Juan Felix,R,R,P,7,10,2008,Chicago White Sox,,,,,,
832116,Cesar Nunez,L,L,P,4,16,2007,Chicago White Sox,,,,,,
832182,Alec Gomez,R,R,2B,11,10,2001,Los Angeles Angels,,,,,,
832208,Manuel Lopez,R,R,P,1,12,2007,Arizona Diamondbacks,,,,,,
832209,Bladimir Figueredo,R,R,C,5,22,2008,Tampa Bay Rays,,,,,,
832213,Derek Cerda,R,R,OF,2,10,2003,Chicago White Sox,,,,,,
832225,Alex Breckheimer,R,R,P,9,12,2003,St. Louis Cardinals,,,,,,
832278,Ezequiel Martinez,R,R,P,10,21,2006,Tampa Bay Rays,,,,,,
832279,Sebastian Pina,R,R,P,6,30,2008,Tampa Bay Rays,,,,,,
832307,Jack Kartsonas,R,R,P,10,23,2000,Tampa Bay Rays,,,,,,
832310,Hector Dos Santos,L,L,P,9,27,2005,San Francisco Giants,,,,,,
832311,Cristhian Duarte,R,R,P,10,3,2007,Toronto Blue Jays,,,,,,
832312,Edrwin Veras,R,R,P,4,24,2003,Toronto Blue Jays,,,,,,
832315,Isael Torres,R,R,P,6,18,2006,Arizona Diamondbacks,,,,,,
832316,Ricardo Heredia,R,R,P,2,4,2006,Houston Astros,,,,,,
832317,Greison Acosta,L,L,P,12,15,2007,New York Mets,,,,,,
832318,Leandro Rodriguez,L,L,P,11,15,2005,San Francisco Giants,,,,,,
832377,Luke Craytor,R,R,P,3,19,2004,zzz_amateur,,,,,,
832399,Gensi Angeles,R,R,P,12,10,2007,Atlanta Braves,,,,,,
832400,Gabriel Brito,R,R,P,12,28,2007,Toronto Blue Jays,,,,,,
832420,Edian Espinal,S,R,C,9,24,2004,Detroit Tigers,,,,,,
832440,Bryan Lara,R,R,P,5,15,2008,Los Angeles Dodgers,,,,,,
832441,Yonleg Gaetano,R,R,P,8,12,2005,Pittsburgh Pirates,,,,,,
832442,Bryan Borbon,R,R,P,10,31,2007,Toronto Blue Jays,,,,,,
832443,Rodrigo Ramirez,R,R,P,1,10,2007,Toronto Blue Jays,,,,,,
832447,Adrian Feliz,R,R,SS,8,2,2008,New York Yankees,,,,,,
832448,Yeraldo Salcedo,L,L,P,3,22,2007,Pittsburgh Pirates,,,,,,
832453,Kaleb Wing,R,R,P,1,12,2007,Chicago Cubs,36,37,13,45,,
832454,Joshua Jannicelli,R,R,P,5,3,2007,zzz_amateur,,,,,,
832455,Matthew Fisher,R,R,P,3,14,2006,Philadelphia Phillies,8,45,10,45,,
832457,CJ Gray,R,R,P,1,25,2007,Los Angeles Angels,27,37,18,40,,
832488,Starling Reyes,R,R,P,11,16,2006,Los Angeles Angels,,,,,,
832489,Jesus Molina,R,R,P,4,6,2005,Milwaukee Brewers,,,,,,
832490,Albert Vargas,R,R,P,5,18,2006,Milwaukee Brewers,,,,,,
832491,Alessandro Rodriguez,R,R,C,8,10,2008,New York Yankees,,,,,,
832492,Sebastian Castillo,R,R,P,2,14,2007,New York Yankees,,,,,,
832493,Kevin Pino,R,R,P,12,5,2006,Seattle Mariners,,,,,,
832494,Jose Menes,R,R,P,12,11,2003,Tampa Bay Rays,,,,,,
832557,Lenin Caceres,R,R,P,7,12,2002,New York Yankees,,,,,,
832558,Osvaldo Platas,R,R,P,3,28,2007,Seattle Mariners,,,,,,
832559,Diego Contreras,S,R,IF,10,1,2007,Seattle Mariners,,,,,,
832560,Ben Moore,L,L,P,3,24,2004,Washington Nationals,,,,,,
832561,Ethan Grim,R,R,P,6,7,2007,zzz_amateur,,,,,,
832562,Dylan Brown,R,L,P,6,27,2004,Boston Red Sox,,,,,,
832576,Angel Lopez,R,R,P,5,13,2008,Boston Red Sox,,,,,,
832577,Kelvin Marte,R,R,P,6,26,2007,San Diego Padres,,,,,,
832694,Angel Mejia,S,R,C,7,16,2008,San Diego Padres,,,,,,
832695,Wagner Soto,R,R,P,8,19,2008,Toronto Blue Jays,,,,,,
832697,Ariel Dilone,L,R,IF,9,14,2007,San Diego Padres,,,,,,
832698,Cameron Millar,R,R,P,5,5,2007,Kansas City Royals,31,37,30,40,,
832699,Matt Barr,R,R,P,1,16,2006,Minnesota Twins,39,37,23,45,,
832703,Nauris De La Cruz,L,L,OF,9,4,2007,Washington Nationals,54,35,,,,
832704,Steven Duran,R,R,P,7,24,2008,Milwaukee Brewers,,,,,,
832705,Abraham Bastidas,R,R,SS,11,17,2006,San Diego Padres,,,,,,
832706,Eliander Primera,L,R,SS,2,10,2008,San Diego Padres,,,,,,
832707,Albert Perez,R,R,P,12,11,2007,San Diego Padres,,,,,,
832708,Alberto Enriche,R,R,C,12,20,2007,San Diego Padres,,,,,,
832710,Beiker Rodriguez,L,R,SS,3,7,2007,St. Louis Cardinals,,,,,,
832712,Yariel Valdez,R,R,P,6,21,2008,Boston Red Sox,,,,,,
832713,Cristian Benavides,R,R,OF,10,8,2007,San Diego Padres,,,,,,
832714,Jose Flores,R,R,C,11,3,2007,Baltimore Orioles,,,,,,
832717,Jose Lavagnino,L,R,C,6,21,2007,New York Yankees,,,,,,
832723,Ysaias Escalona,R,R,P,9,3,2006,Cincinnati Reds,,,,,,
832724,Luisangel Chirino,R,R,P,6,21,2007,Cincinnati Reds,,,,,,
832725,Uli Fernsler,L,L,P,8,1,2007,zzz_amateur,,,,,,
832786,Abraham Elvira,R,R,C,1,28,2008,Colorado Rockies,,,,,,
832787,Alfiery Matos,R,R,OF,9,10,2007,New York Yankees,,,,,,
832788,Jose Vargas,R,R,P,2,29,2008,New York Yankees,,,,,,
832789,Emmanuel Orozco,S,R,SS,7,27,2008,New York Yankees,,,,,,
832790,Fabelin Volquez,R,R,IF,12,12,2007,Texas Rangers,,,,,,
832791,Enyer Dominguez,R,R,P,6,10,2007,Toronto Blue Jays,,,,,,
832794,Sebastian Lopez,L,L,P,11,5,2007,Chicago Cubs,,,,,,
832795,Sami Manzueta,R,R,IF,8,21,2008,Houston Astros,,,,,,
832796,Diego Carrillo,R,R,P,6,30,2007,New York Yankees,,,,,,
832797,Alexis Gonzalez,R,R,P,9,8,2007,New York Yankees,,,,,,
832798,Fredy Penuelas,L,L,P,5,22,2007,New York Yankees,,,,,,
832799,Gensy Aquino,L,L,P,9,20,2007,San Diego Padres,,,,,,
832801,Yonaiker Perez,R,R,P,12,8,2006,Tampa Bay Rays,,,,,,
832802,Juan Muniz,R,R,P,1,21,2008,Pittsburgh Pirates,,,,,,
833008,Truitt Madonna,R,R,C,3,12,2007,San Diego Padres,,,25,40,,
833066,Cesar Garcia,L,R,2B,9,21,2007,Miami Marlins,,,,,,
833067,Jose Trevizo,R,R,P,6,11,2008,San Francisco Giants,,,,,,
833069,Starlin Mieses,R,R,OF,3,14,2008,Baltimore Orioles,,,,,,
833125,Anderson Perez,R,R,P,3,9,2006,Cincinnati Reds,,,,,,
833146,Waner Perez,R,R,P,10,12,2005,Baltimore Orioles,,,,,,
833184,Albert Feliz,R,R,P,12,14,2005,Los Angeles Dodgers,,,,,,
833199,Michael De La Cruz,R,R,P,7,28,2006,Toronto Blue Jays,,,,,,
833206,Andy Mata,L,R,IF,10,12,2007,Detroit Tigers,,,,,,
833207,Yeider Mindiola,R,R,C,7,28,2006,New York Mets,,,,,,
833224,Jefersson Marte,R,R,P,4,18,2008,Cincinnati Reds,,,,,,
833228,Edwilmin Matos,R,R,OF,1,19,2008,Houston Astros,,,,,,
833229,Daniel Burciaga,R,R,P,6,3,2008,San Diego Padres,,,,,,
833238,Oscar Vaamonde,R,R,P,9,24,2007,Boston Red Sox,,,,,,
833253,Henderson Hernandez,R,R,P,12,19,2006,New York Mets,49,35,,,,
833254,Yadier Crespo,R,R,C,2,8,2008,Pittsburgh Pirates,,,,,,
833255,Angel Rosado,R,R,P,8,15,2005,Pittsburgh Pirates,,,,,,
833260,Carlos Falcon,R,R,P,4,4,2008,Boston Red Sox,,,,,,
833376,Joe Scarborough,L,R,P,4,18,2004,New York Mets,,,,,,
833386,Mason Estrada,L,R,P,5,12,2004,Los Angeles Dodgers,,,,,,
833397,James Quinn-Irons,R,R,OF,6,28,2003,Tampa Bay Rays,40,40,,,,
833401,Ethan Storm,R,R,P,5,18,2004,Tampa Bay Rays,,,,,,
833403,Kamden Edge,R,R,P,9,23,2004,Kansas City Royals,,,,,,
833405,Aiden Robertson,R,R,P,4,12,2005,zzz_amateur,,,,,,
833410,Denton Biller,R,R,P,12,8,2004,Baltimore Orioles,,,,,,
833411,Santiago Figueroa,R,R,C,8,31,2008,Tampa Bay Rays,,,,,,
833413,Nick Falter,R,R,P,4,28,2003,San Diego Padres,,,,,,
833414,Nico Wagner,R,R,P,8,26,2005,Atlanta Braves,,,,,,
833415,Noah Edders,R,R,P,6,6,2003,Chicago Cubs,,,,,,
833416,Ryan Bilka,R,R,P,10,13,2003,zzz_amateur,,,,,,
833426,Hayden Jatczak,R,R,3B,8,18,2001,San Francisco Giants,,,,,,
833439,Peyton Fosher,R,R,P,4,30,2003,Miami Marlins,,,,,,
833458,Justin Stransky,R,R,C,9,10,2002,Chicago Cubs,,,,,,
833480,Edgar Lugo,R,R,P,10,8,2007,Cincinnati Reds,,,,,,
833483,Victor De Jesus,R,R,P,8,12,2006,Cleveland Guardians,,,,,,
833484,Deiker Pineda,R,R,P,4,15,2006,Toronto Blue Jays,,,,,,
833490,Dillon Stiltner,R,R,P,12,22,2006,New York Mets,,,,,,
834230,Jostin Ogando,R,R,CF,12,6,2007,Boston Red Sox,,,,,,
834231,Jose Blanco,R,R,P,6,20,2004,San Diego Padres,,,,,,
834232,Jeferson Villabona,R,R,P,11,1,2000,San Diego Padres,,,,,,
834234,Jase Mitchell,L,R,C,9,30,2006,Houston Astros,,,24,40,,
834235,Cooper Underwood,R,L,P,1,8,2007,zzz_amateur,,,,,,
834237,Joshua Flores,R,R,P,6,14,2007,Milwaukee Brewers,44,37,,,,
834238,Michael Winter,R,R,P,6,5,2007,zzz_amateur,,,,,,
834240,Ryan Wideman,R,R,OF,11,4,2003,San Diego Padres,,,13,40,,
834241,Luke LaCourse,R,R,P,10,17,2006,Los Angeles Angels,,,,,,
834242,Camden Lohman,R,R,P,11,5,2006,New York Mets,34,37,30,40,,
834243,Sean Episcope,R,R,P,2,11,2004,Milwaukee Brewers,47,37,,,,
834392,Diego Castro,R,R,P,10,4,2006,Tampa Bay Rays,,,,,,
834393,Caleb Leys,R,L,P,7,8,2003,Detroit Tigers,,,,,,
834395,Richie Cortese,L,R,P,4,22,2003,Philadelphia Phillies,,,,,,
834397,Mason Ligenza,L,L,OF,1,15,2007,zzz_amateur,,,,,,
834398,Will Mahala,L,R,OF,8,21,2006,zzz_amateur,,,,,,
834404,Jake Cook,L,L,OF,7,13,2003,Toronto Blue Jays,24,40,11,45,,
834408,JC Vanek,L,L,1B,9,10,2004,Kansas City Royals,,,,,,
834411,Evan Jones,R,R,P,12,19,2003,zzz_amateur,,,,,,
834562,Jesus Bello,R,R,C,5,21,2008,Colorado Rockies,,,,,,
834563,Hector Barroso,L,R,OF,4,22,2008,Colorado Rockies,,,,,,
834565,Jesus Villaflor,L,L,OF,1,18,2008,Los Angeles Dodgers,,,,,,
834568,Daniel De La Cruz,R,R,P,7,11,2007,Toronto Blue Jays,,,,,,
834575,Eston Stull,R,R,P,1,20,1999,Minnesota Twins,,,,,,
834578,Jake Barbee,R,R,P,8,27,2006,Texas Rangers,,,,,,
834579,Tyler Bowen,R,R,P,12,30,2002,Philadelphia Phillies,,,,,,
834581,Blake Morgan,L,L,P,6,21,2003,Tampa Bay Rays,,,,,,
834582,Jack Collins,R,R,C,5,1,2003,Texas Rangers,,,,,,
834596,Kailen Hamson,L,L,P,4,1,2002,Baltimore Orioles,,,,,,
834597,Anthony Frobose,R,R,SS,7,17,2007,New York Mets,,,,,,
834608,Joe Nottingham,R,R,P,1,17,2007,zzz_amateur,,,,,,
834613,Ryan Hall,R,R,P,4,5,2007,Detroit Tigers,29,37,,,,
834616,Amp Phillips,R,R,P,7,19,2004,zzz_amateur,,,,,,
834620,CJ Hughes,S,R,SS,9,9,2007,Milwaukee Brewers,,,,,,
834631,Rey Cruz,S,R,C,2,3,2008,Philadelphia Phillies,,,,,,
834648,Gavin Lauridsen,R,R,P,11,28,2006,zzz_amateur,,,,,,
834670,Tommy Case,L,R,P,7,26,2007,Los Angeles Dodgers,,,,,,
834672,Michael Oliveto,L,R,C,2,3,2007,Detroit Tigers,12,42,18,40,,
834673,Jake Brink,R,R,P,5,11,2003,Cincinnati Reds,,,,,,
834675,Abraham Negrin,R,R,P,4,7,2006,Cleveland Guardians,,,,,,
834681,Matthew Miura,R,R,OF,9,23,2003,St. Louis Cardinals,,,,,,
834682,Trey Seeley,R,R,P,6,28,2002,San Francisco Giants,,,,,,
834685,Angel Abreu,R,R,SS,8,12,2008,Cleveland Guardians,,,,,,
834704,Deimer Rodriguez,R,R,P,6,23,2008,Baltimore Orioles,,,,,,
834712,Santiago Mendoza,R,R,C,9,2,2007,Tampa Bay Rays,,,,,,
834713,Alexander Lopez,R,R,P,12,13,2005,Tampa Bay Rays,,,,,,
834715,Parker Rhodes,R,R,P,9,18,2006,zzz_amateur,,,,,,
834722,Holden deJong,L,L,P,3,12,2004,Baltimore Orioles,,,,,,
834726,Miguel Neira,L,L,P,9,7,2004,Texas Rangers,,,,,,
834801,Emmanuel Polo,L,L,P,1,22,2008,San Diego Padres,,,,,,
834846,Caden Merritt,R,R,OF,5,19,2007,Atlanta Braves,,,,,,
834851,McLane Moody,R,R,P,9,5,2006,Pittsburgh Pirates,24,42,,,,
834852,Cam Lee,R,R,OF,10,18,2005,Baltimore Orioles,,,,,,
834863,Brennan Stuprich,R,R,P,11,9,2001,New York Yankees,,,,,,
834872,Gabel Pentecost,R,R,P,7,27,2003,Houston Astros,,,,,,
834873,Jacob Kuhn,R,R,P,6,16,2004,Tampa Bay Rays,,,,,,
834878,Isaiah Shayter,R,R,P,5,20,2006,zzz_amateur,,,,,,
834882,Reece Wissinger,R,R,P,6,27,2001,Toronto Blue Jays,,,,,,
834886,Jonathan Alcantara,L,R,SS,2,24,2008,Philadelphia Phillies,,,,,,
834888,Erickson Ettien,R,R,P,12,16,2006,Boston Red Sox,,,,,,
834889,Angelmis De La Cruz,L,R,IF,4,26,2006,Kansas City Royals,,,,,,
834890,Anderson Aguilar,R,R,P,4,1,2006,Houston Astros,,,,,,
834891,Victor Lopez,S,R,P,5,30,2007,Texas Rangers,,,,,,
834892,Freigher Barco,R,R,P,1,13,2006,Toronto Blue Jays,,,,,,
834897,Dylan Driessen,R,R,P,9,17,2004,St. Louis Cardinals,,,,,,
834905,Luis Paredes,R,R,P,12,16,2005,Arizona Diamondbacks,,,,,,
834906,Gregory Sanchez,L,L,P,1,13,2005,Arizona Diamondbacks,,,,,,
834907,Carlos Virla,R,R,P,1,24,2007,Baltimore Orioles,,,,,,
834908,Josue Perez,R,R,P,10,25,2006,San Francisco Giants,,,,,,
834921,Jack Arcamone,L,R,C,7,9,2004,zzz_amateur,,,,,,
834925,Jose Silva,R,R,SS,4,26,2007,Chicago Cubs,,,,,,
834937,Alonso Carrera,R,R,P,11,22,2004,Tampa Bay Rays,,,,,,
834944,Erickson Ayena,R,R,OF,10,16,2005,Arizona Diamondbacks,,,,,,
834945,Fleury Soriano,R,R,P,2,21,2005,Chicago Cubs,,,,,,
834946,Jhendry Ciriaco,R,R,P,8,23,2005,Tampa Bay Rays,,,,,,
834954,Cash Kuiper,R,R,P,12,26,2004,Detroit Tigers,,,,,,
834961,Dusty Revis,R,R,P,7,25,2003,Seattle Mariners,,,,,,
834962,Anthony DePino,R,R,3B,2,19,2003,Chicago White Sox,,,,,,
834965,Luke Mensik,R,R,P,7,30,2007,San Francisco Giants,,,,,,
834966,Dylan Grego,S,R,SS,3,16,2004,San Diego Padres,,,,,,
834970,Ty Kaunas,R,R,SS,10,24,2006,zzz_amateur,,,,,,
834971,Alex Wallace,R,R,P,4,13,2004,Tampa Bay Rays,,,,,,
834973,Jesus Gomez,R,R,P,1,30,2006,Minnesota Twins,,,,,,
834978,Danny Thompson Jr.,R,R,P,8,9,2002,Toronto Blue Jays,,,,,,
834985,Dalton Neuschwander,R,R,P,4,11,2002,Baltimore Orioles,,,,,,
834989,Kaden Echeman,L,R,P,12,16,2002,St. Louis Cardinals,,,,,,
834999,Juan Yan,R,R,P,1,27,2008,Cleveland Guardians,,,,,,
835002,Cristhian Espinosa,R,R,P,12,30,2002,Philadelphia Phillies,,,,,,
835009,Yordy Magdariaga,R,R,P,1,3,2006,Philadelphia Phillies,,,,,,
835010,Dayner Matos,R,R,P,4,16,2004,Atlanta Braves,,,,,,
835011,Elisandro Ramirez,R,R,OF,11,26,2007,Atlanta Braves,,,,,,
835012,Edwin Marte,R,R,P,5,7,2007,Baltimore Orioles,,,,,,
835013,Allan Griman,R,R,P,10,2,2006,Boston Red Sox,,,,,,
835014,Rey Pacheco,R,R,P,1,6,2007,Minnesota Twins,,,,,,
835015,Brandol Dishmey,R,R,P,11,21,2004,Tampa Bay Rays,,,,,,
835024,Connor Knox,L,R,P,6,29,2004,Chicago Cubs,,,,,,
835032,Anderson Ozuna,R,R,P,4,20,2007,New York Mets,49,35,,,,
835037,Angel De Jesus,R,R,P,10,19,2005,Baltimore Orioles,,,,,,
835038,Nestor Gonzalez,R,R,P,9,19,2007,Texas Rangers,,,,,,
835054,Cale Wetwiska,R,R,P,4,11,2005,Detroit Tigers,,,,,,
835078,Enyel Garcia,R,R,P,7,3,2007,Philadelphia Phillies,,,,,,
835163,Mathews Sosa,R,R,C,7,16,2008,San Diego Padres,,,,,,
835167,Reibert Barrera,R,R,P,8,28,2007,Arizona Diamondbacks,,,,,,
835168,Gerardo Cardona,R,R,C,5,22,2007,Minnesota Twins,,,,,,
835169,Ronny Gonell,R,R,C,1,15,2007,Detroit Tigers,,,,,,
835170,Daniel Liriano,R,R,IF,3,14,2007,Kansas City Royals,,,,,,
835171,Juan Garcia,R,R,SS,3,3,2008,Kansas City Royals,,,,,,
835178,Angel Barboza,R,R,C,11,29,2006,Cincinnati Reds,,,,,,
835182,Alex Rodriguez,L,R,OF,11,26,2007,Texas Rangers,51,35,,,,
835183,Wily Villar,R,R,P,8,18,1998,Texas Rangers,51,35,,,,
835189,Diego Arce,R,R,C,10,29,2007,Toronto Blue Jays,,,,,,
835190,Reidy Rosario,R,R,P,10,23,2003,Houston Astros,,,,,,
835191,Ricardo Fernandez,R,R,P,8,10,2008,St. Louis Cardinals,59,35,,,,
835192,Handrychson Colina,R,R,P,1,27,2007,Cleveland Guardians,,,,,,
835193,Deury Ramos,S,R,C,3,11,2006,Chicago White Sox,,,,,,
835194,Melvin Hidalgo,R,R,P,8,21,2005,Atlanta Braves,,,,,,
835195,Wilfran Ortega,R,R,P,6,12,2007,Chicago Cubs,,,,,,
835196,Welin Aponte,R,R,P,10,12,2006,Pittsburgh Pirates,,,,,,
835197,Cesar Rodriguez,R,R,P,2,4,2005,Atlanta Braves,,,,,,
835198,Logan Tinkam,R,R,P,3,30,2007,Los Angeles Dodgers,,,,,,
835199,Jesus Garcia,R,R,P,12,21,2007,Kansas City Royals,,,,,,
835200,Noel Chirinos,S,R,P,2,6,2007,Chicago Cubs,,,,,,
835201,Jhon Rivas,S,R,P,8,26,2007,Toronto Blue Jays,,,,,,
835202,Antonio Morales,R,R,P,2,15,2007,Houston Astros,,,,,,
835203,Bryan Regalado,R,R,P,4,24,2007,Milwaukee Brewers,,,,,,
835204,Cristhopher Mejias,R,R,P,3,9,2006,Houston Astros,,,,,,
835213,Thomas Conrad,R,R,P,9,26,2005,Milwaukee Brewers,,,,,,
835214,Charlie Christensen,R,R,P,10,13,2003,Detroit Tigers,,,,,,
835236,Brandon Langley,R,R,P,9,27,2004,San Diego Padres,,,,,,
835308,Briam Reyes,R,R,P,8,14,2007,St. Louis Cardinals,,,,,,
835309,Domingo Mejia,R,R,P,5,22,2007,St. Louis Cardinals,,,,,,
835313,Breylin Cruz,R,R,P,2,28,2001,Boston Red Sox,,,,,,
835321,Eddison Septimo,R,R,P,4,5,2007,Boston Red Sox,,,,,,
835325,Alexander Martinez,R,R,P,12,30,2002,Chicago White Sox,,,,,,
835327,Antonio Alcala,R,R,C,12,2,2005,San Diego Padres,,,,,,
835330,Diego Lanzosa,R,R,P,5,21,2006,Texas Rangers,,,,,,
835345,Ricardo Montilla,R,R,P,1,21,2007,Kansas City Royals,,,,,,
835352,Derek Munoz,R,R,P,9,21,2007,Cleveland Guardians,,,,,,
835375,Jacob Johnson,R,R,P,5,17,2006,Texas Rangers,,,,,,
835380,Sam Rochard,R,R,P,7,23,2000,Minnesota Twins,,,,,,
835387,Marbin Lezcano,R,R,P,3,15,2002,Tampa Bay Rays,,,,,,
835389,Yoelvis Martinez,R,R,P,6,21,2006,New York Mets,,,,,,
835390,Tony Gonzalez,L,L,P,5,9,2004,Pittsburgh Pirates,,,,,,
835395,Luis  Avila,R,R,P,4,15,2007,Cincinnati Reds,,,,,,
835396,Julio Pinales,R,R,P,8,29,2006,Cincinnati Reds,,,,,,
835404,Luis Quintero,R,R,P,2,3,2007,Philadelphia Phillies,,,,,,
835405,Josias Utrera,R,R,P,12,6,2006,Philadelphia Phillies,,,,,,
835406,Jose Andrades,R,R,P,7,13,2006,Toronto Blue Jays,,,,,,
835409,Erasmi Rodriguez,R,R,C,5,18,2004,Chicago White Sox,,,,,,
835479,Diego Perez,R,R,P,7,3,2008,Chicago White Sox,,,,,,
835481,Dylan Mathiesen,R,R,P,5,25,2004,Pittsburgh Pirates,,,,,,
835483,Brandon McPherson,R,R,P,3,23,2000,Houston Astros,,,,,,
835485,David Shirley,R,R,SS,2,15,2008,Miami Marlins,,,,,,
835486,Yusef Hanania,R,R,P,10,27,2005,Chicago Cubs,,,,,,
835487,Andy Peralta,L,L,P,1,6,2007,Chicago White Sox,,,,,,
835488,Michael Manjarres,L,L,P,3,10,2006,Boston Red Sox,,,,,,
